,No. of Bedrooms,price_lack,price_per_square,city_Encoded,location_Encoded,cities,locations
2243,3.0,10800000,6463.195691202873,1,407,Chennai,Thoraipakkam OMR
2244,2.0,8494000,6604.9766718507,1,407,Chennai,Thoraipakkam OMR
2245,3.0,10100000,6609.947643979058,1,407,Chennai,Thoraipakkam OMR
2246,2.0,2724000,4223.2558139534885,1,25,Chennai,Avadi
2255,3.0,9662000,6249.6765847348,1,407,Chennai,Thoraipakkam OMR
2256,2.0,9075000,6250.0,1,407,Chennai,Thoraipakkam OMR
2257,3.0,9687000,6249.677419354839,1,407,Chennai,Thoraipakkam OMR
2258,3.0,9500000,6578.9473684210525,1,215,Chennai,Madipakkam
2259,3.0,9500000,6578.9473684210525,1,215,Chennai,Madipakkam
2260,3.0,10100000,6554.185593770279,1,215,Chennai,Madipakkam
2261,3.0,10100000,6554.185593770279,1,215,Chennai,Madipakkam
2262,3.0,9200000,6594.982078853047,1,215,Chennai,Madipakkam
2263,3.0,9200000,6594.982078853047,1,215,Chennai,Madipakkam
2267,3.0,22000000,10669.25315227934,1,20,Chennai,Anna Nagar
2269,3.0,22000000,10669.25315227934,1,20,Chennai,Anna Nagar
2271,3.0,21000000,10184.287099903007,1,20,Chennai,Anna Nagar
2272,2.0,15500000,9967.845659163988,1,20,Chennai,Anna Nagar
2274,3.0,37500000,15000.0,1,302,Chennai,Raja Annamalai Puram
2316,3.0,24200000,12487.100103199175,1,406,Chennai,Thiruvanmiyur
2318,3.0,56100000,21494.25287356322,1,302,Chennai,Raja Annamalai Puram
2319,3.0,52600000,21469.38775510204,1,302,Chennai,Raja Annamalai Puram
2320,4.0,75700000,23472.868217054263,1,302,Chennai,Raja Annamalai Puram
2321,3.0,48400000,21463.414634146342,1,302,Chennai,Raja Annamalai Puram
2322,4.0,104700000,27480.314960629923,1,302,Chennai,Raja Annamalai Puram
2323,3.0,51600000,21500.0,1,302,Chennai,Raja Annamalai Puram
2324,3.0,47300000,21500.0,1,302,Chennai,Raja Annamalai Puram
2325,3.0,8792000,6726.855394032134,1,177,Chennai,Karapakkam
2326,3.0,8836000,6724.505327245053,1,177,Chennai,Karapakkam
2327,2.0,6995999,6812.073028237585,1,177,Chennai,Karapakkam
2328,3.0,9119000,6715.022091310751,1,177,Chennai,Karapakkam
2329,2.0,6977000,6813.4765625,1,177,Chennai,Karapakkam
2330,4.0,19000000,7073.715562174237,1,177,Chennai,Karapakkam
2331,3.0,10400000,6662.395900064062,1,177,Chennai,Karapakkam
2332,3.0,8721000,6729.166666666667,1,177,Chennai,Karapakkam
2333,3.0,10400000,6641.123882503193,1,177,Chennai,Karapakkam
2334,3.0,13200000,7217.058501913614,1,177,Chennai,Karapakkam
2335,3.0,10400000,6649.616368286445,1,177,Chennai,Karapakkam
2336,3.0,9055000,6717.359050445104,1,177,Chennai,Karapakkam
2337,3.0,13799999,7098.764917695473,1,177,Chennai,Karapakkam
2338,4.0,18600000,7072.2433460076045,1,177,Chennai,Karapakkam
2339,4.0,18500000,7071.865443425077,1,177,Chennai,Karapakkam
2340,3.0,10600000,6629.1432145090685,1,177,Chennai,Karapakkam
2343,3.0,24600000,12487.309644670051,1,406,Chennai,Thiruvanmiyur
2344,3.0,23300000,12453.233564938535,1,406,Chennai,Thiruvanmiyur
2345,2.0,17800000,12438.853948287911,1,406,Chennai,Thiruvanmiyur
2346,3.0,22799999,12452.211359912617,1,406,Chennai,Thiruvanmiyur
2363,2.0,3202000,3499.4535519125684,1,436,Chennai,West Tambaram
2364,2.0,3202000,3499.4535519125684,1,436,Chennai,West Tambaram
2365,2.0,3202000,3499.4535519125684,1,436,Chennai,West Tambaram
2366,2.0,8900000,8742.632612966601,1,5,Chennai,Alandur
2367,2.0,5400000,5914.567360350493,1,203,Chennai,Kovur
2369,2.0,6500000,8855.58583106267,1,407,Chennai,Thoraipakkam OMR
2370,2.0,3202000,3499.4535519125684,1,436,Chennai,West Tambaram
2372,2.0,3885000,3500.0,1,436,Chennai,West Tambaram
2387,2.0,8216000,5249.840255591054,1,190,Chennai,Kolathur
2388,2.0,6704000,5249.804228660924,1,190,Chennai,Kolathur
2389,3.0,9276000,5249.575551782683,1,190,Chennai,Kolathur
2390,3.0,10100000,5211.55830753354,1,190,Chennai,Kolathur
2391,3.0,13700000,5215.074229158736,1,190,Chennai,Kolathur
2392,3.0,16900000,5225.726654298083,1,190,Chennai,Kolathur
2393,3.0,10600000,5247.524752475248,1,190,Chennai,Kolathur
2394,2.0,7113000,5249.446494464944,1,190,Chennai,Kolathur
2395,2.0,8604000,5249.54240390482,1,190,Chennai,Kolathur
2396,3.0,9759000,5249.596557288865,1,190,Chennai,Kolathur
2397,3.0,9229000,5249.71558589306,1,190,Chennai,Kolathur
2398,3.0,12100000,8034.528552456839,1,215,Chennai,Madipakkam
2399,3.0,11600000,8033.2409972299165,1,215,Chennai,Madipakkam
2400,3.0,10200000,7956.31825273011,1,215,Chennai,Madipakkam
2401,2.0,9742000,8018.106995884774,1,215,Chennai,Madipakkam
2402,3.0,11700000,7991.803278688524,1,215,Chennai,Madipakkam
2403,2.0,7867000,8152.331606217616,1,215,Chennai,Madipakkam
2404,2.0,8767000,7970.0,1,215,Chennai,Madipakkam
2405,2.0,8589000,8042.134831460674,1,215,Chennai,Madipakkam
2413,2.0,6396000,6500.0,1,190,Chennai,Kolathur
2414,2.0,6389000,6499.491353001017,1,190,Chennai,Kolathur
2417,2.0,6461000,6500.0,1,190,Chennai,Kolathur
2423,2.0,6461000,6500.0,1,190,Chennai,Kolathur
2424,2.0,6396000,6500.0,1,190,Chennai,Kolathur
2427,2.0,6389000,6499.491353001017,1,190,Chennai,Kolathur
2428,2.0,7569000,5729.750189250568,1,200,Chennai,Korattur
2463,3.0,8214000,5708.13064628214,1,200,Chennai,Korattur
2464,2.0,3893000,6340.390879478828,1,200,Chennai,Korattur
2465,4.0,10700000,5605.028810895757,1,200,Chennai,Korattur
2475,2.0,6500000,5747.126436781609,1,27,Chennai,Ayanambakkam
2484,2.0,3934000,6324.75884244373,1,200,Chennai,Korattur
2485,3.0,9643000,5702.54287403903,1,200,Chennai,Korattur
2486,2.0,6618000,5815.465729349737,1,200,Chennai,Korattur
2487,3.0,9861000,6284.894837476099,1,177,Chennai,Karapakkam
2488,2.0,7530000,6233.443708609271,1,177,Chennai,Karapakkam
2489,2.0,8161000,6201.367781155015,1,177,Chennai,Karapakkam
2490,3.0,10000000,6071.645415907711,1,177,Chennai,Karapakkam
2491,2.0,7652000,6226.20016273393,1,177,Chennai,Karapakkam
2492,3.0,9925000,6134.116192830656,1,177,Chennai,Karapakkam
2493,2.0,7641000,6227.383863080685,1,177,Chennai,Karapakkam
2494,2.0,7997000,6208.850931677019,1,177,Chennai,Karapakkam
2495,2.0,8079000,6205.069124423963,1,177,Chennai,Karapakkam
2496,2.0,7483000,6235.833333333333,1,177,Chennai,Karapakkam
2497,2.0,7664000,6225.83265637693,1,177,Chennai,Karapakkam
2498,2.0,7658000,6226.016260162602,1,177,Chennai,Karapakkam
2499,2.0,8079000,6205.069124423963,1,177,Chennai,Karapakkam
2509,3.0,12500000,8333.333333333334,1,407,Chennai,Thoraipakkam OMR
2611,2.0,4300000,4864.253393665158,1,215,Chennai,Madipakkam
2653,2.0,4000000,4123.711340206186,1,382,Chennai,Singaperumal Koil
2680,4.0,65000000,24145.616641901932,1,201,Chennai,Kotturpuram
2683,2.0,3600000,3600.0,1,203,Chennai,Kovur
2688,2.0,4400000,5146.198830409357,1,231,Chennai,Mevalurkuppam
2689,1.0,3200000,5555.555555555556,1,231,Chennai,Mevalurkuppam
2690,4.0,8000000,4678.362573099415,1,231,Chennai,Mevalurkuppam
2718,2.0,3885000,3500.0,1,436,Chennai,West Tambaram
2719,2.0,3202000,3499.4535519125684,1,436,Chennai,West Tambaram
2729,2.0,4942000,4369.584438549956,1,284,Chennai,Perungalathur
2730,2.0,4426000,3998.193315266486,1,25,Chennai,Avadi
2731,3.0,5786000,3998.6178299930893,1,25,Chennai,Avadi
2732,1.0,2279000,3998.245614035088,1,25,Chennai,Avadi
2733,3.0,6586000,3998.7856709168186,1,25,Chennai,Avadi
2734,2.0,4322000,3998.149861239593,1,25,Chennai,Avadi
2735,3.0,4914000,3998.372660699756,1,25,Chennai,Avadi
2736,2.0,4226000,3998.1078524124882,1,25,Chennai,Avadi
2737,1.0,2311000,3998.2698961937717,1,25,Chennai,Avadi
2738,3.0,6266000,3998.723675813657,1,25,Chennai,Avadi
2748,3.0,24500000,11881.668283220175,1,20,Chennai,Anna Nagar
2762,3.0,5316000,4249.400479616307,1,283,Chennai,Perumbakkam
2763,3.0,4534000,4249.29709465792,1,283,Chennai,Perumbakkam
2764,2.0,4403000,4250.0,1,283,Chennai,Perumbakkam
2801,2.0,4426000,3998.193315266486,1,25,Chennai,Avadi
2802,2.0,4322000,3998.149861239593,1,25,Chennai,Avadi
2803,2.0,4226000,3998.1078524124882,1,25,Chennai,Avadi
2804,1.0,2311000,3998.2698961937717,1,25,Chennai,Avadi
2805,3.0,6266000,3998.723675813657,1,25,Chennai,Avadi
2806,3.0,5786000,3998.6178299930893,1,25,Chennai,Avadi
2807,1.0,2279000,3998.245614035088,1,25,Chennai,Avadi
2808,3.0,6586000,3998.7856709168186,1,25,Chennai,Avadi
2809,3.0,4914000,3998.372660699756,1,25,Chennai,Avadi
2847,2.0,5116000,4799.249530956848,1,203,Chennai,Kovur
2848,3.0,6969000,4799.586776859504,1,203,Chennai,Kovur
2849,3.0,6480000,4800.0,1,203,Chennai,Kovur
2850,2.0,4435000,4799.7835497835495,1,203,Chennai,Kovur
2851,3.0,6570999,4799.853177501826,1,203,Chennai,Kovur
2852,2.0,5640000,4800.0,1,203,Chennai,Kovur
2853,2.0,2952000,4800.0,1,203,Chennai,Kovur
2857,2.0,3946000,4499.429874572406,1,213,Chennai,Madhavaram
2858,2.0,3510000,4500.0,1,213,Chennai,Madhavaram
2859,2.0,5599000,5500.0,1,380,Chennai,Sholinganallur
2860,2.0,5500000,5500.0,1,380,Chennai,Sholinganallur
2861,2.0,5775000,5500.0,1,380,Chennai,Sholinganallur
2862,2.0,6050000,5500.0,1,380,Chennai,Sholinganallur
2889,2.0,11299999,7252.887676508344,1,285,Chennai,Perungudi
2893,3.0,17600000,8186.046511627907,1,258,Chennai,Navallur
2894,3.0,11500000,7540.983606557377,1,258,Chennai,Navallur
2898,3.0,13600000,7705.382436260623,1,258,Chennai,Navallur
2899,3.0,10400000,6824.146981627297,1,258,Chennai,Navallur
2900,3.0,10500000,6885.245901639344,1,258,Chennai,Navallur
2918,3.0,7700000,4438.040345821326,1,229,Chennai,Medavakkam
2921,3.0,16399999,9624.412558685446,1,430,Chennai,Virugambakkam
2922,3.0,14000000,9562.841530054644,1,430,Chennai,Virugambakkam
2923,3.0,14000000,9562.841530054644,1,430,Chennai,Virugambakkam
2925,2.0,6000000,4389.1733723482075,1,179,Chennai,Kelambakkam
2930,3.0,17000000,7906.976744186047,1,258,Chennai,Navallur
2931,2.0,10500000,6003.430531732419,1,258,Chennai,Navallur
2932,2.0,11500000,6575.18582046884,1,258,Chennai,Navallur
2933,3.0,17000000,6935.944512443901,1,258,Chennai,Navallur
2934,2.0,7700000,5945.945945945946,1,258,Chennai,Navallur
2935,3.0,10000000,6920.415224913495,1,258,Chennai,Navallur
2936,3.0,11000000,7665.505226480836,1,258,Chennai,Navallur
2937,3.0,30000000,8603.383997705765,1,258,Chennai,Navallur
2943,3.0,15000000,7944.9152542372885,1,285,Chennai,Perungudi
2944,3.0,13500000,8108.108108108108,1,285,Chennai,Perungudi
2945,2.0,11500000,8019.52580195258,1,285,Chennai,Perungudi
2946,2.0,11500000,8019.52580195258,1,285,Chennai,Perungudi
2947,3.0,13000000,7027.027027027027,1,407,Chennai,Thoraipakkam OMR
2948,3.0,10300000,6163.973668461998,1,407,Chennai,Thoraipakkam OMR
2949,2.0,7900000,6143.0793157076205,1,407,Chennai,Thoraipakkam OMR
2950,4.0,11299999,6185.0021893815,1,407,Chennai,Thoraipakkam OMR
2995,5.0,127000000,19538.46153846154,1,312,Chennai,Royapettah
2996,4.0,57500000,19438.810006761327,1,312,Chennai,Royapettah
2997,2.0,23000000,19166.666666666668,1,312,Chennai,Royapettah
2998,1.0,11500000,19166.666666666668,1,312,Chennai,Royapettah
3010,3.0,11200000,6236.080178173719,1,380,Chennai,Sholinganallur
3011,3.0,11200000,6236.080178173719,1,380,Chennai,Sholinganallur
3015,2.0,2500000,3571.4285714285716,1,25,Chennai,Avadi
3016,1.0,3069000,4998.371335504886,1,203,Chennai,Kovur
3017,2.0,2500000,3571.4285714285716,1,25,Chennai,Avadi
3018,1.0,3069000,4998.371335504886,1,203,Chennai,Kovur
3019,2.0,2500000,3571.4285714285716,1,25,Chennai,Avadi
3049,4.0,16500000,7036.2473347547975,1,258,Chennai,Navallur
3050,2.0,7000000,4516.129032258064,1,283,Chennai,Perumbakkam
3052,3.0,15000000,8571.42857142857,1,5,Chennai,Alandur
3073,3.0,10800000,4981.549815498155,1,272,Chennai,Pallikaranai
3075,2.0,12500000,4629.62962962963,1,272,Chennai,Pallikaranai
3076,2.0,9000000,4634.3975283213185,1,272,Chennai,Pallikaranai
3077,4.0,34000000,14285.714285714286,1,3,Chennai,Adyar
3078,3.0,19000000,9932.043910088865,1,430,Chennai,Virugambakkam
3079,4.0,13200000,6318.812829104835,1,27,Chennai,Ayanambakkam
3080,3.0,15700000,7969.543147208122,1,258,Chennai,Navallur
3119,1.0,8000000,6211.180124223602,1,177,Chennai,Karapakkam
3121,3.0,27500000,11197.068403908796,1,285,Chennai,Perungudi
3122,3.0,27500000,11197.068403908796,1,285,Chennai,Perungudi
3124,3.0,9400000,6714.285714285715,1,215,Chennai,Madipakkam
3125,3.0,8500000,5651.595744680851,1,258,Chennai,Navallur
3126,4.0,31500000,11753.731343283582,1,424,Chennai,Velachery
3180,1.0,2950000,5121.527777777777,1,231,Chennai,Mevalurkuppam
3181,1.0,2950000,5121.527777777777,1,231,Chennai,Mevalurkuppam
3190,2.0,4564000,4998.904709748083,1,203,Chennai,Kovur
3192,2.0,4758000,4298.1029810298105,1,283,Chennai,Perumbakkam
3193,3.0,6645999,4298.835058214748,1,283,Chennai,Perumbakkam
3194,3.0,5825000,4298.89298892989,1,283,Chennai,Perumbakkam
3195,3.0,8400000,5585.106382978724,1,258,Chennai,Navallur
3196,2.0,6312000,5965.973534971645,1,258,Chennai,Navallur
3197,1.0,2246000,3599.358974358974,1,382,Chennai,Singaperumal Koil
3200,4.0,11500000,5690.2523503216225,1,258,Chennai,Navallur
3201,3.0,9510000,5763.636363636364,1,258,Chennai,Navallur
3202,2.0,6611000,5708.981001727116,1,258,Chennai,Navallur
3203,3.0,10300000,6062.389640965273,1,258,Chennai,Navallur
3204,1.0,2091000,3598.9672977624787,1,382,Chennai,Singaperumal Koil
3207,2.0,6237000,4562.545720555962,1,179,Chennai,Kelambakkam
3208,2.0,6100000,4562.45325355273,1,179,Chennai,Kelambakkam
3211,3.0,51600000,21976.149914821126,1,9,Chennai,Alwarpet
3212,4.0,61600000,22000.0,1,9,Chennai,Alwarpet
3213,3.0,54400000,21970.92084006462,1,9,Chennai,Alwarpet
3214,4.0,61100000,21970.51420352391,1,9,Chennai,Alwarpet
3215,4.0,59600000,21968.300774050866,1,9,Chennai,Alwarpet
3216,3.0,52800000,22000.0,1,9,Chennai,Alwarpet
3228,3.0,8227000,6294.567712318286,1,177,Chennai,Karapakkam
3229,1.0,3306000,6144.981412639405,1,177,Chennai,Karapakkam
3230,3.0,8270999,6294.519786910198,1,177,Chennai,Karapakkam
3231,2.0,6567000,6394.352482960078,1,177,Chennai,Karapakkam
3232,3.0,8548000,6294.550810014727,1,177,Chennai,Karapakkam
3233,2.0,6548000,6394.53125,1,177,Chennai,Karapakkam
3234,4.0,16900000,6291.8838421444525,1,177,Chennai,Karapakkam
3235,3.0,9826000,6294.682895579756,1,177,Chennai,Karapakkam
3236,3.0,8158000,6294.753086419753,1,177,Chennai,Karapakkam
3237,3.0,9857000,6294.3805874840355,1,177,Chennai,Karapakkam
3238,3.0,11500000,6287.588846364133,1,177,Chennai,Karapakkam
3239,3.0,9845000,6294.757033248082,1,177,Chennai,Karapakkam
3240,3.0,12200000,6275.720164609053,1,177,Chennai,Karapakkam
3241,4.0,16600000,6287.878787878788,1,177,Chennai,Karapakkam
3242,1.0,3372999,6143.896174863388,1,177,Chennai,Karapakkam
3243,4.0,16500000,6273.764258555133,1,177,Chennai,Karapakkam
3244,4.0,16399999,6269.112767584098,1,177,Chennai,Karapakkam
3245,3.0,10000000,6253.908692933083,1,177,Chennai,Karapakkam
3247,4.0,23400000,10285.714285714286,1,407,Chennai,Thoraipakkam OMR
3248,3.0,17900000,10523.221634332745,1,407,Chennai,Thoraipakkam OMR
3249,3.0,20900000,10336.300692383778,1,407,Chennai,Thoraipakkam OMR
3250,2.0,6200000,8757.062146892655,1,407,Chennai,Thoraipakkam OMR
3251,3.0,18100000,10523.255813953489,1,407,Chennai,Thoraipakkam OMR
3252,2.0,6400000,8719.346049046322,1,407,Chennai,Thoraipakkam OMR
3253,2.0,16100000,10215.736040609137,1,407,Chennai,Thoraipakkam OMR
3254,2.0,16700000,10207.823960880196,1,407,Chennai,Thoraipakkam OMR
3255,2.0,13400000,10339.506172839507,1,407,Chennai,Thoraipakkam OMR
3282,3.0,7300000,4768.125408229915,1,258,Chennai,Navallur
3283,3.0,7000000,4810.996563573884,1,258,Chennai,Navallur
3284,3.0,7000000,4810.996563573884,1,258,Chennai,Navallur
3286,2.0,6325000,5039.840637450199,1,272,Chennai,Pallikaranai
3287,3.0,6493000,4499.653499653499,1,283,Chennai,Perumbakkam
3288,3.0,6493000,4499.653499653499,1,283,Chennai,Perumbakkam
3289,3.0,7173999,5198.55,1,239,Chennai,Mogappair
3290,3.0,7148000,5198.545454545455,1,239,Chennai,Mogappair
3291,3.0,23700000,15469.973890339426,1,264,Chennai,Nungambakkam
3292,2.0,23100000,15451.505016722407,1,264,Chennai,Nungambakkam
3293,2.0,19000000,15422.077922077922,1,264,Chennai,Nungambakkam
3294,3.0,8303000,5750.0,1,380,Chennai,Sholinganallur
3295,4.0,13600000,5014.749262536873,1,272,Chennai,Pallikaranai
3296,3.0,9797000,5039.609053497942,1,272,Chennai,Pallikaranai
3297,3.0,5557000,3749.6626180836706,1,402,Chennai,Thalambur
3298,3.0,12900000,5733.333333333333,1,380,Chennai,Sholinganallur
3299,3.0,11399999,7045.7348578491965,1,271,Chennai,Pallavaram
3300,3.0,9691000,7099.6336996336995,1,271,Chennai,Pallavaram
3301,3.0,6536000,4149.841269841269,1,122,Chennai,Guduvancheri
3302,3.0,6536000,4149.841269841269,1,122,Chennai,Guduvancheri
3303,3.0,5697000,4149.308084486526,1,122,Chennai,Guduvancheri
3304,2.0,4386000,4149.479659413434,1,122,Chennai,Guduvancheri
3306,3.0,6066000,4493.333333333333,1,284,Chennai,Perungalathur
3307,3.0,6066000,4493.333333333333,1,284,Chennai,Perungalathur
3308,3.0,5932000,4493.939393939394,1,284,Chennai,Perungalathur
3309,3.0,4664000,4493.25626204239,1,284,Chennai,Perungalathur
3310,3.0,4664000,4493.25626204239,1,284,Chennai,Perungalathur
3311,2.0,4152000,4493.506493506494,1,284,Chennai,Perungalathur
3312,2.0,4085000,4493.949394939494,1,284,Chennai,Perungalathur
3318,2.0,7966000,7099.821746880571,1,271,Chennai,Pallavaram
3319,3.0,11700000,7078.039927404719,1,271,Chennai,Pallavaram
3320,3.0,10900000,7077.922077922078,1,271,Chennai,Pallavaram
3321,3.0,9549000,7099.628252788104,1,271,Chennai,Pallavaram
3322,3.0,9549000,7099.628252788104,1,271,Chennai,Pallavaram
3323,3.0,7941000,6194.227769110765,1,215,Chennai,Madipakkam
3324,3.0,9329000,6194.555112881806,1,215,Chennai,Madipakkam
3325,3.0,9329000,6194.555112881806,1,215,Chennai,Madipakkam
3326,4.0,13600000,5014.749262536873,1,272,Chennai,Pallikaranai
3327,3.0,9797000,5039.609053497942,1,272,Chennai,Pallikaranai
3328,2.0,6325000,5039.840637450199,1,272,Chennai,Pallikaranai
3329,4.0,6956999,4499.99935316947,1,283,Chennai,Perumbakkam
3330,3.0,6493000,4499.653499653499,1,283,Chennai,Perumbakkam
3331,3.0,6493000,4499.653499653499,1,283,Chennai,Perumbakkam
3332,3.0,9759000,5249.596557288865,1,190,Chennai,Kolathur
3333,2.0,7113000,5249.446494464944,1,190,Chennai,Kolathur
3382,3.0,7173999,5198.55,1,239,Chennai,Mogappair
3383,3.0,5846000,4105.337078651685,1,231,Chennai,Mevalurkuppam
3384,3.0,9425000,6500.0,1,258,Chennai,Navallur
3385,2.0,5550000,6000.0,1,239,Chennai,Mogappair
3386,2.0,4900000,4103.852596314908,1,231,Chennai,Mevalurkuppam
3387,3.0,17500000,8139.53488372093,1,258,Chennai,Navallur
3388,2.0,4887000,5198.936170212766,1,239,Chennai,Mogappair
3389,3.0,14200000,7244.897959183673,1,258,Chennai,Navallur
3390,3.0,8250000,6000.0,1,239,Chennai,Mogappair
3391,3.0,16500000,8333.333333333334,1,258,Chennai,Navallur
3392,2.0,6480000,6000.0,1,239,Chennai,Mogappair
3393,2.0,6390000,6000.0,1,239,Chennai,Mogappair
3395,4.0,75000000,25658.56996236743,1,400,Chennai,Teynampet
3396,2.0,4217000,4259.595959595959,1,402,Chennai,Thalambur
3397,3.0,8250000,6000.0,1,239,Chennai,Mogappair
3398,3.0,8250000,6000.0,1,239,Chennai,Mogappair
3400,1.0,4900000,7313.432835820896,1,285,Chennai,Perungudi
3401,3.0,9000000,4326.923076923077,1,269,Chennai,Padur
3404,4.0,21000000,8567.931456548347,1,258,Chennai,Navallur
3405,3.0,26500000,16050.878255602665,1,101,Chennai,Egmore
3408,3.0,26000000,15941.140404659718,1,101,Chennai,Egmore
3409,2.0,5221000,4600.0,1,384,Chennai,Siruseri
3411,3.0,4400000,3826.086956521739,1,231,Chennai,Mevalurkuppam
3412,2.0,3200000,3720.9302325581393,1,231,Chennai,Mevalurkuppam
3413,3.0,26500000,16198.044009779951,1,101,Chennai,Egmore
3414,3.0,11700000,5552.918841955387,1,407,Chennai,Thoraipakkam OMR
3415,2.0,6480000,6000.0,1,239,Chennai,Mogappair
3416,2.0,6390000,6000.0,1,239,Chennai,Mogappair
3418,4.0,75000000,25658.56996236743,1,400,Chennai,Teynampet
3419,2.0,4217000,4259.595959595959,1,402,Chennai,Thalambur
3420,3.0,8250000,6000.0,1,239,Chennai,Mogappair
3421,3.0,8250000,6000.0,1,239,Chennai,Mogappair
3422,2.0,6390000,6000.0,1,239,Chennai,Mogappair
3423,2.0,6480000,6000.0,1,239,Chennai,Mogappair
3424,3.0,3795000,3300.0,1,231,Chennai,Mevalurkuppam
3425,2.0,5000000,4098.360655737705,1,231,Chennai,Mevalurkuppam
3426,2.0,6480000,6000.0,1,239,Chennai,Mogappair
3427,3.0,11000000,6489.675516224189,1,258,Chennai,Navallur
3428,3.0,13899999,6465.115813953488,1,258,Chennai,Navallur
3430,3.0,4636000,3299.644128113879,1,231,Chennai,Mevalurkuppam
3431,2.0,6509999,5999.999078341014,1,239,Chennai,Mogappair
3432,3.0,8280000,6000.0,1,239,Chennai,Mogappair
3436,1.0,4900000,7313.432835820896,1,285,Chennai,Perungudi
3437,3.0,9000000,4326.923076923077,1,269,Chennai,Padur
3440,4.0,21000000,8567.931456548347,1,258,Chennai,Navallur
3441,3.0,26500000,16050.878255602665,1,101,Chennai,Egmore
3444,3.0,26000000,15941.140404659718,1,101,Chennai,Egmore
3445,2.0,5221000,4600.0,1,384,Chennai,Siruseri
3447,3.0,4400000,3826.086956521739,1,231,Chennai,Mevalurkuppam
3448,2.0,3200000,3720.9302325581393,1,231,Chennai,Mevalurkuppam
3449,3.0,26500000,16198.044009779951,1,101,Chennai,Egmore
3450,3.0,11700000,5552.918841955387,1,407,Chennai,Thoraipakkam OMR
3452,4.0,7751000,5013.583441138422,1,283,Chennai,Perumbakkam
3453,3.0,8280000,6000.0,1,239,Chennai,Mogappair
3456,4.0,25600000,12475.633528265107,1,13,Chennai,Aminjikarai
3457,2.0,19700000,12460.468058191018,1,13,Chennai,Aminjikarai
3459,1.0,4900000,7313.432835820896,1,285,Chennai,Perungudi
3460,3.0,9000000,4326.923076923077,1,269,Chennai,Padur
3463,4.0,21000000,8567.931456548347,1,258,Chennai,Navallur
3464,3.0,26500000,16050.878255602665,1,101,Chennai,Egmore
3467,3.0,26000000,15941.140404659718,1,101,Chennai,Egmore
3468,2.0,5221000,4600.0,1,384,Chennai,Siruseri
3469,3.0,3950000,3449.7816593886464,1,402,Chennai,Thalambur
3471,2.0,8108000,6522.928399034594,1,272,Chennai,Pallikaranai
