,Area,Location,No. of Bedrooms,City,price_lack
2441,1222,Ullagaram,3.0,Chennai,6476000
2442,871,Poonamallee,2.0,Chennai,3743000
2443,750,Mudichur,1.0,Chennai,2850000
2444,835,Thiruverkadu,2.0,Chennai,3173000
2445,871,Poonamallee,2.0,Chennai,3743000
2446,984,Kattupakkam,2.0,Chennai,4708000
2447,884,Thirumazhisai,2.0,Chennai,3094000
2448,920,Poonamallee,2.0,Chennai,3956000
2449,600,Kattupakkam,1.0,Chennai,2880000
2450,871,Poonamallee,2.0,Chennai,3743000
2451,920,Poonamallee,2.0,Chennai,3956000
2452,638,Poonamallee,1.0,Chennai,2743000
2453,885,Avadi,2.0,Chennai,3363000
2454,706,Thirumazhisai,2.0,Chennai,2471000
2455,750,Mudichur,1.0,Chennai,2850000
2456,835,Thiruverkadu,2.0,Chennai,3173000
2457,841,Avadi,2.0,Chennai,3195000
2458,920,Poonamallee,2.0,Chennai,3956000
2459,1160,Poonamallee,2.0,Chennai,4988000
2460,550,Mudichur,1.0,Chennai,2089999
2461,805,Ullagaram,2.0,Chennai,3250000
2462,809,Ullagaram,2.0,Chennai,3300000
2463,1439,Korattur,3.0,Chennai,8214000
2464,614,Korattur,2.0,Chennai,3893000
2465,1909,Korattur,4.0,Chennai,10700000
2466,1092,Manapakkam,3.0,Chennai,6434000
2467,797,Manapakkam,2.0,Chennai,4623000
2468,778,Manapakkam,2.0,Chennai,4513000
2469,816,Manapakkam,2.0,Chennai,4733000
2470,816,Manapakkam,2.0,Chennai,4733000
2471,816,Manapakkam,2.0,Chennai,4733000
2472,778,Manapakkam,2.0,Chennai,4513000
2473,1159,Vanagaram,2.0,Chennai,6500000
2474,1159,Mogappair,2.0,Chennai,6500000
2475,1131,Ayanambakkam,2.0,Chennai,6500000
2476,1056,Kundrathur,3.0,Chennai,4011999
2477,1255,Kolapakkam,3.0,Chennai,5647000
2478,1010,Porur,2.0,Chennai,4545000
2479,862,Kolapakkam,2.0,Chennai,3879000
2480,862,Kolapakkam,2.0,Chennai,3879000
2481,636,Kundrathur,2.0,Chennai,2416000
2482,411,Medavakkam,1.0,Chennai,2250000
2483,472,Medavakkam,1.0,Chennai,2584000
2484,622,Korattur,2.0,Chennai,3934000
2485,1691,Korattur,3.0,Chennai,9643000
2486,1138,Korattur,2.0,Chennai,6618000
2487,1569,Karapakkam,3.0,Chennai,9861000
2488,1208,Karapakkam,2.0,Chennai,7530000
2489,1316,Karapakkam,2.0,Chennai,8161000
2490,1647,Karapakkam,3.0,Chennai,10000000
2491,1229,Karapakkam,2.0,Chennai,7652000
2492,1618,Karapakkam,3.0,Chennai,9925000
2493,1227,Karapakkam,2.0,Chennai,7641000
2494,1288,Karapakkam,2.0,Chennai,7997000
2495,1302,Karapakkam,2.0,Chennai,8079000
2496,1200,Karapakkam,2.0,Chennai,7483000
2497,1231,Karapakkam,2.0,Chennai,7664000
2498,1230,Karapakkam,2.0,Chennai,7658000
2499,1302,Karapakkam,2.0,Chennai,8079000
2500,738,Medavakkam,2.0,Chennai,4000000
2501,528,Medavakkam,1.0,Chennai,2890000
2502,379,Medavakkam,1.0,Chennai,2075000
2503,1414,Medavakkam,3.0,Chennai,7700000
2504,960,Medavakkam,2.0,Chennai,5256000
2505,875,Medavakkam,2.0,Chennai,4790000
2506,1428,Medavakkam,3.0,Chennai,7800000
2507,765,Medavakkam,2.0,Chennai,4188000
2508,748,Medavakkam,2.0,Chennai,4000000
2509,1500,Thoraipakkam OMR,3.0,Chennai,12500000
2510,1298,Velachery,3.0,Chennai,9086000
2511,1149,Velachery,3.0,Chennai,8043000
2512,1149,Velachery,3.0,Chennai,8043000
2513,1068,Velachery,2.0,Chennai,7476000
2514,1068,Velachery,2.0,Chennai,7476000
2515,899,Velachery,2.0,Chennai,6593000
2516,1078,Sithalapakkam,3.0,Chennai,4519000
2517,905,Sithalapakkam,2.0,Chennai,3810000
2518,882,Sithalapakkam,2.0,Chennai,3615999
2519,775,Sithalapakkam,2.0,Chennai,3277000
2520,1201,Medavakkam,3.0,Chennai,5244000
2521,1039,Medavakkam,2.0,Chennai,4563000
2522,971,Medavakkam,2.0,Chennai,4278000
2523,899,Medavakkam,2.0,Chennai,3875000
2524,781,Vengaivasal,2.0,Chennai,3479999
2525,1100,Thiruvanmiyur,3.0,Chennai,15400000
2526,1223,Nanmangalam,3.0,Chennai,5870000
2527,1071,Nanmangalam,3.0,Chennai,5140000
2528,955,Nanmangalam,2.0,Chennai,4784000
2529,900,Nanmangalam,2.0,Chennai,4520000
2530,851,Nanmangalam,2.0,Chennai,4084000
2531,530,Nanmangalam,1.0,Chennai,2273000
2532,1298,Velachery,3.0,Chennai,9086000
2533,1149,Velachery,3.0,Chennai,8043000
2534,1149,Velachery,3.0,Chennai,8043000
2535,1068,Velachery,2.0,Chennai,7476000
2536,1068,Velachery,2.0,Chennai,7476000
2537,899,Velachery,2.0,Chennai,6593000
2538,1078,Sithalapakkam,3.0,Chennai,4519000
2539,905,Sithalapakkam,2.0,Chennai,3810000
2540,882,Sithalapakkam,2.0,Chennai,3615999
2541,775,Sithalapakkam,2.0,Chennai,3277000
2542,1201,Medavakkam,3.0,Chennai,5244000
2543,1039,Medavakkam,2.0,Chennai,4563000
2544,971,Medavakkam,2.0,Chennai,4278000
2545,899,Medavakkam,2.0,Chennai,3875000
2546,781,Vengaivasal,2.0,Chennai,3479999
2547,1300,Medavakkam,3.0,Chennai,7450000
2548,1260,Medavakkam,3.0,Chennai,7130000
2549,1107,Medavakkam,3.0,Chennai,6088000
2550,1200,Selaiyur,3.0,Chennai,5200000
2551,954,Selaiyur,2.0,Chennai,4000000
2552,954,Madambakkam,2.0,Chennai,4500000
2553,954,Selaiyur,2.0,Chennai,5000000
2554,1320,Annanagar,3.0,Chennai,6336000
2555,1320,Chengalpattu,3.0,Chennai,6336000
2556,1135,Medavakkam,3.0,Chennai,5380000
2557,495,Medavakkam,1.0,Chennai,2428000
2558,960,Medavakkam,2.0,Chennai,4628000
2559,830,Medavakkam,2.0,Chennai,4069000
2560,765,Medavakkam,2.0,Chennai,3789000
2561,1020,Pallikaranai,2.0,Chennai,5090000
2562,990,Pallikaranai,2.0,Chennai,4955000
2563,1310,Pallikaranai,3.0,Chennai,6395000
2564,1340,Pallikaranai,3.0,Chennai,6530000
2565,952,Sunnambu Kolathur S Kolathur,2.0,Chennai,5150000
2566,1270,Sunnambu Kolathur S Kolathur,3.0,Chennai,6804000
2567,1330,Sunnambu Kolathur S Kolathur,3.0,Chennai,7116000
2568,1250,Sunnambu Kolathur S Kolathur,3.0,Chennai,6700000
2569,1020,Madipakkam,2.0,Chennai,6010000
2570,950,Madipakkam,2.0,Chennai,5525000
2571,880,Madipakkam,2.0,Chennai,5340000
2572,990,Sunnambu Kolathur S Kolathur,2.0,Chennai,5348000
2573,990,Sunnambu Kolathur S Kolathur,2.0,Chennai,5348000
2574,920,Sunnambu Kolathur S Kolathur,2.0,Chennai,4984000
2575,970,Sunnambu Kolathur S Kolathur,2.0,Chennai,5244000
2576,945,Medavakkam,2.0,Chennai,4836000
2577,1068,Medavakkam,2.0,Chennai,5126000
2578,1260,Velachery,3.0,Chennai,9198000
2579,843,tambaram west,2.0,Chennai,4172000
2580,932,tambaram west,2.0,Chennai,4613000
2581,1000,tambaram west,2.0,Chennai,4950000
2582,1020,Madipakkam,2.0,Chennai,6010000
2583,950,Madipakkam,2.0,Chennai,5525000
2584,880,Madipakkam,2.0,Chennai,5340000
2585,1260,Velachery,3.0,Chennai,9198000
2586,843,tambaram west,2.0,Chennai,4172000
2587,932,tambaram west,2.0,Chennai,4613000
2588,1000,tambaram west,2.0,Chennai,4950000
2589,1100,tambaram west,3.0,Chennai,5445000
2590,859,Selaiyur,2.0,Chennai,4174000
2591,965,Selaiyur,2.0,Chennai,4689000
2592,1266,Rajakilpakkam,3.0,Chennai,6076000
2593,860,Pallikaranai,2.0,Chennai,4257000
2594,880,Pallikaranai,2.0,Chennai,4356000
2595,1020,Kovilambakkam,2.0,Chennai,4488000
2596,1260,Kovilambakkam,3.0,Chennai,5544000
2597,925,Kovilambakkam,2.0,Chennai,4070000
2598,870,Kovilambakkam,2.0,Chennai,3828000
2599,869,Selaiyur,2.0,Chennai,3953000
2600,983,Sembakkam,2.0,Chennai,4718000
2601,1066,Rajakilpakkam,2.0,Chennai,5116000
2602,900,Madambakkam,2.0,Chennai,4140000
2603,870,Sembakkam,2.0,Chennai,4176000
2604,975,Kovilambakkam,2.0,Chennai,4290000
2605,884,Kovilambakkam,2.0,Chennai,3889000
2606,1150,Pallikaranai,3.0,Chennai,7130000
2607,975,Selaiyur,2.0,Chennai,4800000
2608,975,Selaiyur,2.0,Chennai,4800000
2609,879,Selaiyur,2.0,Chennai,4400000
2610,732,Medavakkam,2.0,Chennai,3367000
2611,884,Madipakkam,2.0,Chennai,4300000
2612,700,Medavakkam,2.0,Chennai,3220000
2613,1048,Chromepet,3.0,Chennai,5921000
2614,1200,Sembakkam,3.0,Chennai,5460000
2615,945,Chromepet,2.0,Chennai,4299000
2616,1200,Chromepet,3.0,Chennai,5460000
2617,983,Sembakkam,2.0,Chennai,4472000
2618,1066,Sembakkam,3.0,Chennai,4850000
2619,942,Chromepet,2.0,Chennai,5181000
2620,795,Chromepet,2.0,Chennai,4372000
2621,865,Sembakkam,2.0,Chennai,4086999
2622,1277,Madambakkam,3.0,Chennai,6033000
2623,1066,Madambakkam,2.0,Chennai,5036000
2624,896,Chromepet,2.0,Chennai,4928000
2625,800,Selaiyur,2.0,Chennai,3800000
2626,985,Selaiyur,2.0,Chennai,4678000
2627,1266,Chromepet,3.0,Chennai,6963000
2628,1100,Sembakkam,3.0,Chennai,5197000
2629,1100,Chitlapakkam,3.0,Chennai,6050000
2630,865,Selaiyur,2.0,Chennai,4108000
2631,1300,Selaiyur,3.0,Chennai,6175000
2632,1100,Madambakkam,3.0,Chennai,5197000
2633,800,Rajakilpakkam,2.0,Chennai,3779999
2634,865,Madambakkam,2.0,Chennai,4086999
2635,1277,Rajakilpakkam,3.0,Chennai,6033000
2636,865,Selaiyur,2.0,Chennai,4108000
2637,800,Selaiyur,2.0,Chennai,3800000
2638,783,Selaiyur,2.0,Chennai,3719000
2639,600,Selaiyur,1.0,Chennai,2850000
2640,1300,tambaram west,3.0,Chennai,6175000
2641,1200,tambaram west,3.0,Chennai,5700000
2642,1100,tambaram west,3.0,Chennai,5225000
2643,985,tambaram west,2.0,Chennai,4678000
2644,943,tambaram west,2.0,Chennai,4479000
2645,865,tambaram west,2.0,Chennai,4108000
2646,888,tambaram west,2.0,Chennai,4218000
2647,1300,tambaram west,3.0,Chennai,6175000
2648,985,tambaram west,2.0,Chennai,4678000
2649,1566,Thiruvanmiyur,3.0,Chennai,19500000
2650,954,East Tambaram,2.0,Chennai,4500000
2651,1363,East Tambaram,3.0,Chennai,6300000
2652,1225,Maraimalai Nagar,3.0,Chennai,5000000
2653,970,Singaperumal Koil,2.0,Chennai,4000000
2654,983,Maraimalai Nagar,2.0,Chennai,4000000
2655,977,Maraimalai Nagar,2.0,Chennai,4000000
2656,1089,Maraimalai Nagar,3.0,Chennai,4500000
2657,976,Maraimalai Nagar,2.0,Chennai,4000000
2658,1040,Velachery,2.0,Chennai,6240000
2659,1010,tambaram west,2.0,Chennai,4040000
2660,1040,Pozhichalur,2.0,Chennai,4000000
2661,835,tambaram west,2.0,Chennai,3340000
2662,1550,Gopalapuram,3.0,Chennai,19000000
2663,935,Velachery,2.0,Chennai,5610000
2664,940,Kolapakkam,2.0,Chennai,4653000
2665,1004,Kolapakkam,2.0,Chennai,4969000
2666,926,Kolapakkam,2.0,Chennai,4583000
2667,1277,Kolapakkam,3.0,Chennai,6321000
2668,1212,Kolapakkam,3.0,Chennai,5999000
2669,1213,Kolapakkam,3.0,Chennai,6004000
2670,987,Kolapakkam,2.0,Chennai,4885000
2671,921,Kolapakkam,2.0,Chennai,4558000
2672,943,Kolapakkam,2.0,Chennai,4667000
2673,1195,Kolapakkam,3.0,Chennai,5915000
2674,982,Kolapakkam,2.0,Chennai,4860000
2675,1197,Kolapakkam,3.0,Chennai,5925000
2676,948,Kolapakkam,2.0,Chennai,4692000
2677,1267,Kolapakkam,3.0,Chennai,6271000
2678,925,Palavakkam,2.0,Chennai,8500000
2679,1035,Sholinganallur,2.0,Chennai,5000000
2680,2692,Kotturpuram,4.0,Chennai,65000000
2681,3355,Anna Nagar,4.0,Chennai,51600000
2682,2450,Kilpauk,3.0,Chennai,33000000
2683,1000,Kovur,2.0,Chennai,3600000
2684,3050,Alwarpet,3.0,Chennai,54900000
2685,850,Perambur,2.0,Chennai,5700000
2686,677,Avadi,2.0,Chennai,2500000
2687,950,Kodambakkam,2.0,Chennai,11000000
2688,855,Mevalurkuppam,2.0,Chennai,4400000
2689,576,Mevalurkuppam,1.0,Chennai,3200000
2690,1710,Mevalurkuppam,4.0,Chennai,8000000
2691,1184,Medavakkam,3.0,Chennai,6151000
2692,905,Medavakkam,2.0,Chennai,5597000
2693,1030,Medavakkam,2.0,Chennai,5587000
2694,993,Medavakkam,2.0,Chennai,5246000
2695,926,Medavakkam,2.0,Chennai,5208000
2696,998,Medavakkam,2.0,Chennai,5270000
2697,899,Medavakkam,2.0,Chennai,4801000
2698,929,Medavakkam,2.0,Chennai,4943000
2699,983,Medavakkam,2.0,Chennai,5199000
2700,955,Medavakkam,2.0,Chennai,5066000
2701,978,Medavakkam,2.0,Chennai,5175000
2702,910,Medavakkam,2.0,Chennai,4853000
2703,909,Medavakkam,2.0,Chennai,4924000
2704,980,Medavakkam,2.0,Chennai,5184000
2705,933,Medavakkam,2.0,Chennai,4962000
2706,1106,Mugalivakkam,2.0,Chennai,6083000
2707,1816,Mugalivakkam,3.0,Chennai,10200000
2708,2096,Mugalivakkam,4.0,Chennai,11500000
2709,1557,Mugalivakkam,3.0,Chennai,8563000
2710,584,Mugalivakkam,1.0,Chennai,3211999
2711,1633,Mugalivakkam,3.0,Chennai,8981000
2712,598,Mugalivakkam,1.0,Chennai,3289000
2713,1295,Chengalpattu,2.0,Chennai,7252000
2714,1300,Chengalpattu,2.0,Chennai,7280000
2715,1115,tambaram west,2.0,Chennai,4460000
2716,915,tambaram west,2.0,Chennai,3660000
2717,1110,tambaram west,2.0,Chennai,3885000
2718,1110,West Tambaram,2.0,Chennai,3885000
2719,915,West Tambaram,2.0,Chennai,3202000
2720,993,Mugalivakkam,2.0,Chennai,5461000
2721,840,Avadi,2.0,Chennai,4000000
2722,840,Avadi,2.0,Chennai,4000000
2723,815,Avadi,2.0,Chennai,4000000
2724,915,Avadi,2.0,Chennai,4300000
2725,810,Avadi,2.0,Chennai,3900000
2726,910,Avadi,2.0,Chennai,4300000
2727,840,Avadi,2.0,Chennai,3960000
2728,915,Avadi,2.0,Chennai,4300000
2729,1131,Perungalathur,2.0,Chennai,4942000
2730,1107,Avadi,2.0,Chennai,4426000
2731,1447,Avadi,3.0,Chennai,5786000
2732,570,Avadi,1.0,Chennai,2279000
2733,1647,Avadi,3.0,Chennai,6586000
2734,1081,Avadi,2.0,Chennai,4322000
2735,1229,Avadi,3.0,Chennai,4914000
2736,1057,Avadi,2.0,Chennai,4226000
2737,578,Avadi,1.0,Chennai,2311000
2738,1567,Avadi,3.0,Chennai,6266000
2739,1641,Ramavaram,3.0,Chennai,8675000
2740,1641,Mugalivakkam,3.0,Chennai,8675000
2741,1641,Mugalivakkam,3.0,Chennai,8675000
2742,1641,Mugalivakkam,3.0,Chennai,8675000
2743,1641,Mugalivakkam,3.0,Chennai,8675000
2744,1641,Mugalivakkam,3.0,Chennai,8675000
2745,1641,Mugalivakkam,3.0,Chennai,8675000
2746,1641,Mugalivakkam,3.0,Chennai,8675000
2747,1641,Mugalivakkam,3.0,Chennai,8675000
2748,2062,Anna Nagar,3.0,Chennai,24500000
2749,1194,Nandambakkam,2.0,Chennai,6217000
2750,1641,Manapakkam,3.0,Chennai,8675000
2751,1641,Ramapuram,3.0,Chennai,8675000
2752,1641,Ramavaram,3.0,Chennai,8675000
2753,1641,Ramavaram,3.0,Chennai,8675000
2754,1641,Manapakkam,3.0,Chennai,8675000
2755,1641,Manapakkam,3.0,Chennai,8675000
2756,1641,Manapakkam,3.0,Chennai,8675000
2757,1641,Manapakkam,3.0,Chennai,8675000
2758,1641,Manapakkam,3.0,Chennai,8675000
2759,1641,Ramapuram,3.0,Chennai,8675000
2760,1641,Manapakkam,3.0,Chennai,8675000
2761,1580,Padi,3.0,Chennai,23000000
2762,1251,Perumbakkam,3.0,Chennai,5316000
2763,1067,Perumbakkam,3.0,Chennai,4534000
2764,1036,Perumbakkam,2.0,Chennai,4403000
2765,1423,Rajakilpakkam,3.0,Chennai,7541000
2766,1222,Rajakilpakkam,3.0,Chennai,6476000
2767,960,Rajakilpakkam,2.0,Chennai,5088000
2768,883,Rajakilpakkam,2.0,Chennai,4679000
2769,1423,Sembakkam,3.0,Chennai,7541000
2770,1222,Sembakkam,3.0,Chennai,6476000
2771,960,Sembakkam,2.0,Chennai,5088000
2772,883,Sembakkam,2.0,Chennai,4679000
2773,1266,Selaiyur,3.0,Chennai,6140000
2774,1103,Selaiyur,3.0,Chennai,5349000
2775,1033,Selaiyur,2.0,Chennai,5010000
2776,980,Selaiyur,2.0,Chennai,4753000
2777,835,Selaiyur,2.0,Chennai,4049000
2778,640,Selaiyur,1.0,Chennai,3104000
2779,1400,Madambakkam,3.0,Chennai,6475000
2780,1103,Selaiyur,3.0,Chennai,5349000
2781,1033,Selaiyur,2.0,Chennai,5010000
2782,980,Selaiyur,2.0,Chennai,4753000
2783,835,Selaiyur,2.0,Chennai,4049000
2784,640,Selaiyur,1.0,Chennai,3104000
2785,1400,Madambakkam,3.0,Chennai,6475000
2786,1283,Madambakkam,3.0,Chennai,5933000
2787,1189,Madambakkam,3.0,Chennai,5499000
2788,1040,Madambakkam,2.0,Chennai,4810000
2789,940,Madambakkam,2.0,Chennai,4347000
2790,891,Madambakkam,2.0,Chennai,4120000
2791,535,Madambakkam,1.0,Chennai,2474000
2792,1285,Sembakkam,3.0,Chennai,6425000
2793,1000,Villivakkam,2.0,Chennai,5800000
2794,946,Ambattur,2.0,Chennai,5203000
2795,856,Ambattur,2.0,Chennai,4708000
2796,967,Ambattur,2.0,Chennai,5318000
2797,541,Ambattur,1.0,Chennai,2975000
2798,426,Ambattur,1.0,Chennai,2343000
2799,707,Ambattur,2.0,Chennai,3888000
2800,707,Ambattur,2.0,Chennai,3888000
2801,1107,Avadi,2.0,Chennai,4426000
2802,1081,Avadi,2.0,Chennai,4322000
2803,1057,Avadi,2.0,Chennai,4226000
2804,578,Avadi,1.0,Chennai,2311000
2805,1567,Avadi,3.0,Chennai,6266000
2806,1447,Avadi,3.0,Chennai,5786000
2807,570,Avadi,1.0,Chennai,2279000
2808,1647,Avadi,3.0,Chennai,6586000
2809,1229,Avadi,3.0,Chennai,4914000
2810,660,Nanmangalam,1.0,Chennai,3160000
2811,941,Chromepet,2.0,Chennai,6580000
2812,809,Ullagaram,2.0,Chennai,3315999
2813,924,Chromepet,2.0,Chennai,7000000
2814,1008,Nanmangalam,2.0,Chennai,4840000
2815,900,Nanmangalam,2.0,Chennai,4140000
2816,1433,NehruNagar,3.0,Chennai,10500000
2817,805,Nanmangalam,2.0,Chennai,3300000
2818,1198,Nanmangalam,3.0,Chennai,6230000
2819,772,Nanmangalam,2.0,Chennai,3247000
2820,809,Ullagaram,2.0,Chennai,3315999
2821,924,Chromepet,2.0,Chennai,7000000
2822,805,Nanmangalam,2.0,Chennai,3300000
2823,1198,Nanmangalam,3.0,Chennai,6230000
2824,930,Nanmangalam,2.0,Chennai,4270000
2825,619,Nanmangalam,1.0,Chennai,2960000
2826,1002,Sunnambu Kolathur S Kolathur,2.0,Chennai,5200000
2827,1285,Sunnambu Kolathur S Kolathur,3.0,Chennai,6684999
2828,1028,Sunnambu Kolathur S Kolathur,2.0,Chennai,5345000
2829,1117,Nanmangalam,2.0,Chennai,5000000
2830,989,Nanmangalam,2.0,Chennai,5145000
2831,935,Nanmangalam,2.0,Chennai,4862000
2832,768,Nanmangalam,2.0,Chennai,3993000
2833,881,Nanmangalam,2.0,Chennai,4581000
2834,867,Nanmangalam,2.0,Chennai,4500000
2835,1115,Nanmangalam,3.0,Chennai,5798000
2836,1197,Nanmangalam,3.0,Chennai,6224000
2837,941,Nanmangalam,2.0,Chennai,4893000
2838,1037,Nanmangalam,2.0,Chennai,5392000
2839,805,Nanmangalam,2.0,Chennai,3300000
2840,1198,Nanmangalam,3.0,Chennai,6230000
2841,1008,Nanmangalam,2.0,Chennai,4840000
2842,900,Nanmangalam,2.0,Chennai,4140000
2843,1293,Adambakkam,3.0,Chennai,10000000
2844,930,Nanmangalam,2.0,Chennai,4270000
2845,900,Navallur,2.0,Chennai,5700000
2846,760,Nanmangalam,2.0,Chennai,3100000
2847,1066,Kovur,2.0,Chennai,5116000
2848,1452,Kovur,3.0,Chennai,6969000
2849,1350,Kovur,3.0,Chennai,6480000
2850,924,Kovur,2.0,Chennai,4435000
2851,1369,Kovur,3.0,Chennai,6570999
2852,1175,Kovur,2.0,Chennai,5640000
2853,615,Kovur,2.0,Chennai,2952000
2854,952,Sunnambu Kolathur S Kolathur,2.0,Chennai,5200000
2855,789,Urapakkam,2.0,Chennai,3000000
2856,675,Avadi,2.0,Chennai,2300000
2857,877,Madhavaram,2.0,Chennai,3946000
2858,780,Madhavaram,2.0,Chennai,3510000
2859,1018,Sholinganallur,2.0,Chennai,5599000
2860,1000,Sholinganallur,2.0,Chennai,5500000
2861,1050,Sholinganallur,2.0,Chennai,5775000
2862,1100,Sholinganallur,2.0,Chennai,6050000
2863,570,Thiruverkadu,1.0,Chennai,2600000
2864,2000,Perungudi,3.0,Chennai,13200000
2865,1546,Sholinganallur,3.0,Chennai,7500000
2866,1599,Karapakkam,3.0,Chennai,10000000
2867,1296,Karapakkam,3.0,Chennai,8000000
2868,810,Nanmangalam,2.0,Chennai,3645000
2869,952,Manikandan Nagar,2.0,Chennai,5221000
2870,1060,Sholinganallur,2.0,Chennai,6300000
2871,910,Ullagaram,2.0,Chennai,4994000
2872,1641,Nandambakkam,3.0,Chennai,8675000
2873,1100,Ambattur,3.0,Chennai,4510000
2874,726,Thirumullaivoyal,2.0,Chennai,2976000
2875,600,Ambattur,2.0,Chennai,2850000
2876,1337,Thiruverkadu,3.0,Chennai,6343000
2877,1160,Thiruverkadu,2.0,Chennai,5519000
2878,571,Thiruverkadu,1.0,Chennai,2777000
2879,555,Thiruverkadu,1.0,Chennai,2703000
2880,1184,Thiruverkadu,2.0,Chennai,5630000
2881,563,Thiruverkadu,1.0,Chennai,2740000
2882,1165,Thiruverkadu,2.0,Chennai,5542000
2883,1004,Thiruverkadu,2.0,Chennai,4793000
2884,568,Thiruverkadu,1.0,Chennai,2763000
2885,1211,Thiruverkadu,2.0,Chennai,5756000
2886,560,Thiruverkadu,1.0,Chennai,2726000
2887,1217,Velachery,2.0,Chennai,11000000
2888,1098,Vanagaram,2.0,Chennai,5500000
2889,1558,Perungudi,2.0,Chennai,11299999
2890,1441,Padur,3.0,Chennai,7200000
2891,1147,Padur,2.0,Chennai,5200000
2892,962,Rajakilpakkam,2.0,Chennai,7200000
2893,2150,Navallur,3.0,Chennai,17600000
2894,1525,Navallur,3.0,Chennai,11500000
2895,1348,Karapakkam,3.0,Chennai,8200000
2896,1307,Karapakkam,3.0,Chennai,8000000
2897,1027,Karapakkam,2.0,Chennai,7000000
2898,1765,Navallur,3.0,Chennai,13600000
2899,1524,Navallur,3.0,Chennai,10400000
2900,1525,Navallur,3.0,Chennai,10500000
2901,1152,Mambakkam,2.0,Chennai,5700000
2902,999,Mambakkam,2.0,Chennai,5000000
2903,1298,Egatoor,2.0,Chennai,9000000
2904,1024,Karapakkam,2.0,Chennai,6500000
2905,1364,Porur,3.0,Chennai,9000000
2906,1443,Sholinganallur,3.0,Chennai,7000000
2907,1020,Maduravoyal,2.0,Chennai,5400000
2908,1045,Maduravoyal,2.0,Chennai,5400000
2909,1045,Maduravoyal,2.0,Chennai,5400000
2910,1045,Maduravoyal,2.0,Chennai,5400000
2911,1020,Maduravoyal,2.0,Chennai,5698000
2912,1020,Maduravoyal,2.0,Chennai,5700000
2913,1075,Maduravoyal,2.0,Chennai,5800000
2914,1020,Maduravoyal,2.0,Chennai,5400000
2915,1020,Maduravoyal,2.0,Chennai,5400000
2916,1045,Maduravoyal,2.0,Chennai,5450000
2917,1020,Maduravoyal,2.0,Chennai,5700000
2918,1735,Medavakkam,3.0,Chennai,7700000
2919,711,Pammal,2.0,Chennai,3270000
2920,600,Pammal,2.0,Chennai,2760000
2921,1704,Virugambakkam,3.0,Chennai,16399999
2922,1464,Virugambakkam,3.0,Chennai,14000000
2923,1464,Virugambakkam,3.0,Chennai,14000000
2924,1301,Moolakadai,3.0,Chennai,9000000
2925,1367,Kelambakkam,2.0,Chennai,6000000
2926,1740,Poonamallee,3.0,Chennai,10300000
2927,1740,Poonamallee,3.0,Chennai,10300000
2928,1500,Poonamallee,3.0,Chennai,8700000
2929,1335,Poonamallee,2.0,Chennai,7800000
2930,2150,Navallur,3.0,Chennai,17000000
2931,1749,Navallur,2.0,Chennai,10500000
2932,1749,Navallur,2.0,Chennai,11500000
2933,2451,Navallur,3.0,Chennai,17000000
2934,1295,Navallur,2.0,Chennai,7700000
2935,1445,Navallur,3.0,Chennai,10000000
2936,1435,Navallur,3.0,Chennai,11000000
2937,3487,Navallur,3.0,Chennai,30000000
2938,2010,Siruseri,3.0,Chennai,7500000
2939,1460,Sunnambu Kolathur S Kolathur,3.0,Chennai,8100000
2940,952,Sunnambu Kolathur S Kolathur,2.0,Chennai,5300000
2941,910,Sunnambu Kolathur S Kolathur,2.0,Chennai,4800000
2942,570,Sunnambu Kolathur S Kolathur,1.0,Chennai,3300000
2943,1888,Perungudi,3.0,Chennai,15000000
2944,1665,Perungudi,3.0,Chennai,13500000
2945,1434,Perungudi,2.0,Chennai,11500000
2946,1434,Perungudi,2.0,Chennai,11500000
2947,1850,Thoraipakkam OMR,3.0,Chennai,13000000
2948,1671,Thoraipakkam OMR,3.0,Chennai,10300000
2949,1286,Thoraipakkam OMR,2.0,Chennai,7900000
2950,1827,Thoraipakkam OMR,4.0,Chennai,11299999
2951,752,Nanmangalam,2.0,Chennai,3386999
2952,760,Nanmangalam,2.0,Chennai,3192000
2953,639,Avadi,2.0,Chennai,2725000
2954,645,Avadi,2.0,Chennai,2725000
2955,639,Avadi,2.0,Chennai,2725000
2956,639,Avadi,2.0,Chennai,2725000
2957,639,Avadi,2.0,Chennai,2725000
2958,639,Avadi,2.0,Chennai,2725000
2959,639,Avadi,2.0,Chennai,2725000
2960,639,Avadi,2.0,Chennai,2725000
2961,639,Avadi,2.0,Chennai,2725000
2962,639,Avadi,2.0,Chennai,2725000
2963,645,Avadi,2.0,Chennai,2725000
2964,645,Avadi,2.0,Chennai,2725000
2965,639,Avadi,2.0,Chennai,2725000
2966,639,Avadi,2.0,Chennai,2725000
2967,639,Avadi,2.0,Chennai,2725000
2968,949,Perumbakkam,2.0,Chennai,4500000
2969,901,Perumbakkam,2.0,Chennai,4000000
2970,1100,T Nagar,3.0,Chennai,9900000
2971,1110,Sholinganallur,2.0,Chennai,6600000
2972,1110,Sholinganallur,2.0,Chennai,6600000
2973,1060,Sholinganallur,2.0,Chennai,6300000
2974,980,Sholinganallur,2.0,Chennai,5900000
2975,645,Avadi,2.0,Chennai,2725000
2976,639,Avadi,2.0,Chennai,2725000
2977,639,Avadi,2.0,Chennai,2725000
2978,645,Avadi,2.0,Chennai,2725000
2979,645,Avadi,2.0,Chennai,2725000
